case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
6748,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_71a,CWE83_XSS_Attribute__Servlet_PropertiesFile_71a,bad,1,[49],6748,49,,
6748,CWE83,,CWE83_XSS_Attribute__Servlet_PropertiesFile_71b,,,,6748,,32,
,,,,,,,,,,
6749,CWE83,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_22a,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_22a,bad,1,[39],6749,,39,
6749,CWE83,,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_22b,,,,6749,33,,
,,,,,,,,,,
6750,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_71a,CWE83_XSS_Attribute__Servlet_connect_tcp_71a,bad,1,[55],6750,55,,
6750,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_71b,,,,6750,,32,
,,,,,,,,,,
6751,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_01,CWE83_XSS_Attribute__Servlet_PropertiesFile_01,bad,1,"[49, 75]",6751,49,75,
,,,,,,,,,,
6752,CWE83,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_16,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_16,bad,1,"[33, 40]",6752,33,40,
,,,,,,,,,,
6753,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_61a,CWE83_XSS_Attribute__Servlet_connect_tcp_61a,bad,1,[32],6753,,32,
6753,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_61b,,,,6753,55,,
,,,,,,,,,,
6754,CWE83,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_61a,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_61a,bad,1,[32],6754,,32,
6754,CWE83,,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_61b,,,,6754,35,,
,,,,,,,,,,
6755,CWE83,CWE83_XSS_Attribute__Servlet_listen_tcp_72a,CWE83_XSS_Attribute__Servlet_listen_tcp_72a,bad,1,[59],6755,59,,
6755,CWE83,,CWE83_XSS_Attribute__Servlet_listen_tcp_72b,,,,6755,,33,
,,,,,,,,,,
6756,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_21,CWE83_XSS_Attribute__Servlet_connect_tcp_21,goodG2B1,0,"[70, 45]",6756,,,168
,,,,,,,,,,
6757,CWE83,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_02,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_02,bad,1,"[32, 44]",6757,32,44,
,,,,,,,,,,
6758,CWE83,CWE83_XSS_Attribute__Servlet_File_21,CWE83_XSS_Attribute__Servlet_File_21,bad,1,"[72, 46]",6758,72,46,
,,,,,,,,,,
6759,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_22a,CWE83_XSS_Attribute__Servlet_PropertiesFile_22a,bad,1,[39],6759,,39,
6759,CWE83,,CWE83_XSS_Attribute__Servlet_PropertiesFile_22b,,,,6759,48,,
,,,,,,,,,,
6760,CWE83,CWE83_XSS_Attribute__Servlet_File_67a,CWE83_XSS_Attribute__Servlet_File_67a,bad,1,[59],6760,59,,
6760,CWE83,,CWE83_XSS_Attribute__Servlet_File_67b,,,,6760,,32,
,,,,,,,,,,
6761,CWE83,CWE83_XSS_Attribute__Servlet_getCookies_Servlet_01,CWE83_XSS_Attribute__Servlet_getCookies_Servlet_01,bad,1,"[38, 45]",6761,38,45,
,,,,,,,,,,
6762,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_66a,CWE83_XSS_Attribute__Servlet_connect_tcp_66a,goodG2B,0,[55],6762,,,119
6762,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_66b,,,,6762,,,
,,,,,,,,,,
6763,CWE83,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_12,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_12,bad,1,"[58, 34]",6763,35,58,
,,,,,,,,,,
6764,CWE83,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_54a,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_54a,bad,1,[34],6764,35,,
6764,CWE83,,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_54b,,,,6764,,,
6764,CWE83,,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_54c,,,,6764,,,
6764,CWE83,,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_54d,,,,6764,,,
6764,CWE83,,CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_54e,,,,6764,,31,
,,,,,,,,,,
6765,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_72a,CWE83_XSS_Attribute__Servlet_PropertiesFile_72a,bad,1,[50],6765,50,,
6765,CWE83,,CWE83_XSS_Attribute__Servlet_PropertiesFile_72b,,,,6765,,33,
,,,,,,,,,,
6766,CWE83,CWE83_XSS_Attribute__Servlet_URLConnection_52a,CWE83_XSS_Attribute__Servlet_URLConnection_52a,bad,1,[53],6766,53,,
6766,CWE83,,CWE83_XSS_Attribute__Servlet_URLConnection_52b,,,,6766,,,
6766,CWE83,,CWE83_XSS_Attribute__Servlet_URLConnection_52c,,,,6766,,31,
,,,,,,,,,,
6767,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_61a,CWE83_XSS_Attribute__Servlet_PropertiesFile_61a,bad,1,[32],6767,,32,
6767,CWE83,,CWE83_XSS_Attribute__Servlet_PropertiesFile_61b,,,,6767,49,,
,,,,,,,,,,
6768,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_75a,CWE83_XSS_Attribute__Servlet_PropertiesFile_75a,bad,1,[52],6768,52,,
6768,CWE83,,CWE83_XSS_Attribute__Servlet_PropertiesFile_75b,,,,6768,,44,
,,,,,,,,,,
6769,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_54a,CWE83_XSS_Attribute__Servlet_connect_tcp_54a,bad,1,[55],6769,55,,
6769,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_54b,,,,6769,,,
6769,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_54c,,,,6769,,,
6769,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_54d,,,,6769,,,
6769,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_54e,,,,6769,,31,
,,,,,,,,,,
6770,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_74a,CWE83_XSS_Attribute__Servlet_connect_tcp_74a,bad,1,[56],6770,56,,
6770,CWE83,,CWE83_XSS_Attribute__Servlet_connect_tcp_74b,,,,6770,,33,
,,,,,,,,,,
6771,CWE83,CWE83_XSS_Attribute__Servlet_connect_tcp_16,CWE83_XSS_Attribute__Servlet_connect_tcp_16,bad,1,"[52, 105]",6771,52,105,
,,,,,,,,,,
6772,CWE83,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_51a,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_51a,bad,1,[30],6772,30,,
6772,CWE83,,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_51b,,,,6772,,30,
,,,,,,,,,,
6773,CWE83,CWE83_XSS_Attribute__Servlet_URLConnection_54a,CWE83_XSS_Attribute__Servlet_URLConnection_54a,bad,1,[53],6773,53,,
6773,CWE83,,CWE83_XSS_Attribute__Servlet_URLConnection_54b,,,,6773,,,
6773,CWE83,,CWE83_XSS_Attribute__Servlet_URLConnection_54c,,,,6773,,,
6773,CWE83,,CWE83_XSS_Attribute__Servlet_URLConnection_54d,,,,6773,,,
6773,CWE83,,CWE83_XSS_Attribute__Servlet_URLConnection_54e,,,,6773,,31,
,,,,,,,,,,
6774,CWE83,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_67a,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_67a,goodG2B,0,[36],6774,,,54
6774,CWE83,,CWE83_XSS_Attribute__Servlet_getParameter_Servlet_67b,,,,6774,,,
,,,,,,,,,,
6775,CWE83,CWE83_XSS_Attribute__Servlet_PropertiesFile_66a,CWE83_XSS_Attribute__Servlet_PropertiesFile_66a,bad,1,[49],6775,49,,
6775,CWE83,,CWE83_XSS_Attribute__Servlet_PropertiesFile_66b,,,,6775,,32,
,,,,,,,,,,
