case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
1133,CWE134,CWE134_Uncontrolled_Format_String__connect_tcp_printf_71a,CWE134_Uncontrolled_Format_String__connect_tcp_printf_71a,bad,1,[53],1133,53,,
1133,CWE134,,CWE134_Uncontrolled_Format_String__connect_tcp_printf_71b,,,,1133,,30,
,,,,,,,,,,
1134,CWE134,CWE134_Uncontrolled_Format_String__File_printf_73a,CWE134_Uncontrolled_Format_String__File_printf_73a,goodB2G,0,[53],1134,,,
1134,CWE134,,CWE134_Uncontrolled_Format_String__File_printf_73b,,,,1134,,,57
,,,,,,,,,,
1135,CWE134,CWE134_Uncontrolled_Format_String__PropertiesFile_format_67a,CWE134_Uncontrolled_Format_String__PropertiesFile_format_67a,goodG2B,0,[52],1135,,,92
1135,CWE134,,CWE134_Uncontrolled_Format_String__PropertiesFile_format_67b,,,,1135,,,
,,,,,,,,,,
1136,CWE134,CWE134_Uncontrolled_Format_String__File_printf_73a,CWE134_Uncontrolled_Format_String__File_printf_73a,bad,1,[53],1136,53,,
1136,CWE134,,CWE134_Uncontrolled_Format_String__File_printf_73b,,,,1136,,44,
,,,,,,,,,,
1137,CWE134,CWE134_Uncontrolled_Format_String__File_printf_16,CWE134_Uncontrolled_Format_String__File_printf_16,goodB2G,0,"[52, 106]",1137,,,212
,,,,,,,,,,
1138,CWE134,CWE134_Uncontrolled_Format_String__Environment_format_71a,CWE134_Uncontrolled_Format_String__Environment_format_71a,goodB2G,0,[29],1138,,,
1138,CWE134,,CWE134_Uncontrolled_Format_String__Environment_format_71b,,,,1138,,,56
,,,,,,,,,,
1139,CWE134,CWE134_Uncontrolled_Format_String__console_readLine_printf_75a,CWE134_Uncontrolled_Format_String__console_readLine_printf_75a,goodB2G,0,[49],1139,,,
1139,CWE134,,CWE134_Uncontrolled_Format_String__console_readLine_printf_75b,,,,1139,,,155
,,,,,,,,,,
1140,CWE134,CWE134_Uncontrolled_Format_String__console_readLine_printf_67a,CWE134_Uncontrolled_Format_String__console_readLine_printf_67a,goodB2G,0,[51],1140,,,
1140,CWE134,,CWE134_Uncontrolled_Format_String__console_readLine_printf_67b,,,,1140,,,56
,,,,,,,,,,
1141,CWE134,CWE134_Uncontrolled_Format_String__File_printf_61a,CWE134_Uncontrolled_Format_String__File_printf_61a,bad,1,[30],1141,,30,
1141,CWE134,,CWE134_Uncontrolled_Format_String__File_printf_61b,,,,1141,52,,
,,,,,,,,,,
1142,CWE134,CWE134_Uncontrolled_Format_String__connect_tcp_format_52a,CWE134_Uncontrolled_Format_String__connect_tcp_format_52a,goodB2G,0,[53],1142,,,
1142,CWE134,,CWE134_Uncontrolled_Format_String__connect_tcp_format_52b,,,,1142,,,
1142,CWE134,,CWE134_Uncontrolled_Format_String__connect_tcp_format_52c,,,,1142,,,53
,,,,,,,,,,
1143,CWE134,CWE134_Uncontrolled_Format_String__listen_tcp_printf_42,CWE134_Uncontrolled_Format_String__listen_tcp_printf_42,bad,1,[126],1143,56,126,
,,,,,,,,,,
1144,CWE134,CWE134_Uncontrolled_Format_String__Property_printf_52a,CWE134_Uncontrolled_Format_String__Property_printf_52a,goodB2G,0,[29],1144,,,
1144,CWE134,,CWE134_Uncontrolled_Format_String__Property_printf_52b,,,,1144,,,
1144,CWE134,,CWE134_Uncontrolled_Format_String__Property_printf_52c,,,,1144,,,53
,,,,,,,,,,
1145,CWE134,CWE134_Uncontrolled_Format_String__Environment_printf_31,CWE134_Uncontrolled_Format_String__Environment_printf_31,bad,1,"[31, 41]",1145,31,41,
,,,,,,,,,,
1146,CWE134,CWE134_Uncontrolled_Format_String__Property_format_71a,CWE134_Uncontrolled_Format_String__Property_format_71a,bad,1,[29],1146,29,,
1146,CWE134,,CWE134_Uncontrolled_Format_String__Property_format_71b,,,,1146,,30,
,,,,,,,,,,
1147,CWE134,CWE134_Uncontrolled_Format_String__File_printf_52a,CWE134_Uncontrolled_Format_String__File_printf_52a,goodB2G,0,[52],1147,,,
1147,CWE134,,CWE134_Uncontrolled_Format_String__File_printf_52b,,,,1147,,,
1147,CWE134,,CWE134_Uncontrolled_Format_String__File_printf_52c,,,,1147,,,53
,,,,,,,,,,
1148,CWE134,CWE134_Uncontrolled_Format_String__listen_tcp_format_72a,CWE134_Uncontrolled_Format_String__listen_tcp_format_72a,bad,1,[57],1148,57,,
1148,CWE134,,CWE134_Uncontrolled_Format_String__listen_tcp_format_72b,,,,1148,,31,
,,,,,,,,,,
1149,CWE134,CWE134_Uncontrolled_Format_String__listen_tcp_format_42,CWE134_Uncontrolled_Format_String__listen_tcp_format_42,goodB2G,0,[126],1149,,,250
,,,,,,,,,,
1150,CWE134,CWE134_Uncontrolled_Format_String__Environment_format_21,CWE134_Uncontrolled_Format_String__Environment_format_21,bad,1,[32],1150,32,45,
,,,,,,,,,,
1151,CWE134,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_73a,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_73a,bad,1,[48],1151,48,,
1151,CWE134,,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_73b,,,,1151,,31,
,,,,,,,,,,
1152,CWE134,CWE134_Uncontrolled_Format_String__File_format_81a,CWE134_Uncontrolled_Format_String__File_format_81a,goodB2G,0,[52],1152,,,
1152,CWE134,,CWE134_Uncontrolled_Format_String__File_format_81_goodB2G,,,,1152,,,29
,,,,,,,,,,
1153,CWE134,CWE134_Uncontrolled_Format_String__listen_tcp_format_75a,CWE134_Uncontrolled_Format_String__listen_tcp_format_75a,bad,1,[59],1153,59,,
1153,CWE134,,CWE134_Uncontrolled_Format_String__listen_tcp_format_75b,,,,1153,,42,
,,,,,,,,,,
1154,CWE134,CWE134_Uncontrolled_Format_String__connect_tcp_printf_61a,CWE134_Uncontrolled_Format_String__connect_tcp_printf_61a,goodG2B,0,[30],1154,,,
1154,CWE134,,CWE134_Uncontrolled_Format_String__connect_tcp_printf_61b,,,,1154,,,110
,,,,,,,,,,
1155,CWE134,CWE134_Uncontrolled_Format_String__Environment_printf_75a,CWE134_Uncontrolled_Format_String__Environment_printf_75a,bad,1,[34],1155,34,,
1155,CWE134,,CWE134_Uncontrolled_Format_String__Environment_printf_75b,,,,1155,,42,
,,,,,,,,,,
1156,CWE134,CWE134_Uncontrolled_Format_String__Environment_format_75a,CWE134_Uncontrolled_Format_String__Environment_format_75a,goodB2G,0,[34],1156,,,
1156,CWE134,,CWE134_Uncontrolled_Format_String__Environment_format_75b,,,,1156,,,155
,,,,,,,,,,
1157,CWE134,CWE134_Uncontrolled_Format_String__database_format_52a,CWE134_Uncontrolled_Format_String__database_format_52a,bad,1,[52],1157,52,,
1157,CWE134,,CWE134_Uncontrolled_Format_String__database_format_52b,,,,1157,,,
1157,CWE134,,CWE134_Uncontrolled_Format_String__database_format_52c,,,,1157,,29,
,,,,,,,,,,
1158,CWE134,CWE134_Uncontrolled_Format_String__connect_tcp_printf_66a,CWE134_Uncontrolled_Format_String__connect_tcp_printf_66a,bad,1,[53],1158,53,,
1158,CWE134,,CWE134_Uncontrolled_Format_String__connect_tcp_printf_66b,,,,1158,,30,
,,,,,,,,,,
1159,CWE134,CWE134_Uncontrolled_Format_String__File_format_66a,CWE134_Uncontrolled_Format_String__File_format_66a,bad,1,[52],1159,52,,
1159,CWE134,,CWE134_Uncontrolled_Format_String__File_format_66b,,,,1159,,30,
,,,,,,,,,,
1160,CWE134,CWE134_Uncontrolled_Format_String__database_printf_21,CWE134_Uncontrolled_Format_String__database_printf_21,bad,1,[55],1160,55,113,
,,,,,,,,,,
1161,CWE134,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_53a,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_53a,bad,1,[47],1161,47,,
1161,CWE134,,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_53b,,,,1161,,,
1161,CWE134,,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_53c,,,,1161,,,
1161,CWE134,,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_53d,,,,1161,,29,
,,,,,,,,,,
1162,CWE134,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_75a,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_75a,bad,1,[50],1162,50,,
1162,CWE134,,CWE134_Uncontrolled_Format_String__PropertiesFile_printf_75b,,,,1162,,42,
,,,,,,,,,,
1163,CWE134,CWE134_Uncontrolled_Format_String__connect_tcp_printf_75a,CWE134_Uncontrolled_Format_String__connect_tcp_printf_75a,bad,1,[56],1163,56,,
1163,CWE134,,CWE134_Uncontrolled_Format_String__connect_tcp_printf_75b,,,,1163,,42,
,,,,,,,,,,
1164,CWE134,CWE134_Uncontrolled_Format_String__Property_format_02,CWE134_Uncontrolled_Format_String__Property_format_02,bad,1,"[30, 44]",1164,30,44,
,,,,,,,,,,
1165,CWE134,CWE134_Uncontrolled_Format_String__console_readLine_format_12,CWE134_Uncontrolled_Format_String__console_readLine_format_12,bad,1,"[92, 44]",1165,44,92,
,,,,,,,,,,
1166,CWE134,CWE134_Uncontrolled_Format_String__console_readLine_format_45,CWE134_Uncontrolled_Format_String__console_readLine_format_45,bad,1,[62],1166,62,40,
,,,,,,,,,,
1167,CWE134,CWE134_Uncontrolled_Format_String__connect_tcp_format_02,CWE134_Uncontrolled_Format_String__connect_tcp_format_02,goodG2B2,0,"[49, 109]",1167,,,149
,,,,,,,,,,
1168,CWE134,CWE134_Uncontrolled_Format_String__database_printf_73a,CWE134_Uncontrolled_Format_String__database_printf_73a,bad,1,[53],1168,53,,
1168,CWE134,,CWE134_Uncontrolled_Format_String__database_printf_73b,,,,1168,,31,
,,,,,,,,,,
