case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
6548,CWE80,CWE80_XSS__Servlet_connect_tcp_54a,CWE80_XSS__Servlet_connect_tcp_54a,goodG2B,0,[54],6548,,,116
6548,CWE80,,CWE80_XSS__Servlet_connect_tcp_54b,,,,6548,,,
6548,CWE80,,CWE80_XSS__Servlet_connect_tcp_54c,,,,6548,,,
6548,CWE80,,CWE80_XSS__Servlet_connect_tcp_54d,,,,6548,,,
6548,CWE80,,CWE80_XSS__Servlet_connect_tcp_54e,,,,6548,,,
,,,,,,,,,,
6549,CWE80,CWE80_XSS__Servlet_listen_tcp_54a,CWE80_XSS__Servlet_listen_tcp_54a,bad,1,[57],6549,57,,
6549,CWE80,,CWE80_XSS__Servlet_listen_tcp_54b,,,,6549,,,
6549,CWE80,,CWE80_XSS__Servlet_listen_tcp_54c,,,,6549,,,
6549,CWE80,,CWE80_XSS__Servlet_listen_tcp_54d,,,,6549,,,
6549,CWE80,,CWE80_XSS__Servlet_listen_tcp_54e,,,,6549,,30,
,,,,,,,,,,
6550,CWE80,CWE80_XSS__Servlet_PropertiesFile_67a,CWE80_XSS__Servlet_PropertiesFile_67a,bad,1,[53],6550,53,,
6550,CWE80,,CWE80_XSS__Servlet_PropertiesFile_67b,,,,6550,,31,
,,,,,,,,,,
6551,CWE80,CWE80_XSS__Servlet_database_71a,CWE80_XSS__Servlet_database_71a,bad,1,[53],6551,53,,
6551,CWE80,,CWE80_XSS__Servlet_database_71b,,,,6551,,31,
,,,,,,,,,,
6552,CWE80,CWE80_XSS__CWE182_Servlet_URLConnection_66a,CWE80_XSS__CWE182_Servlet_URLConnection_66a,bad,1,[52],6552,52,,
6552,CWE80,,CWE80_XSS__CWE182_Servlet_URLConnection_66b,,,,6552,,31,
,,,,,,,,,,
6553,CWE80,CWE80_XSS__Servlet_getQueryString_Servlet_21,CWE80_XSS__Servlet_getQueryString_Servlet_21,bad,1,"[39, 52]",6553,53,39,
,,,,,,,,,,
6554,CWE80,CWE80_XSS__CWE182_Servlet_listen_tcp_31,CWE80_XSS__CWE182_Servlet_listen_tcp_31,bad,1,"[60, 128]",6554,60,128,
,,,,,,,,,,
6555,CWE80,CWE80_XSS__Servlet_listen_tcp_66a,CWE80_XSS__Servlet_listen_tcp_66a,bad,1,[57],6555,57,31,
6555,CWE80,,CWE80_XSS__Servlet_listen_tcp_66b,,,,6555,,,
,,,,,,,,,,
6556,CWE80,CWE80_XSS__CWE182_Servlet_getQueryString_Servlet_22a,CWE80_XSS__CWE182_Servlet_getQueryString_Servlet_22a,bad,1,[38],6556,,38,
6556,CWE80,,CWE80_XSS__CWE182_Servlet_getQueryString_Servlet_22b,,,,6556,35,,
,,,,,,,,,,
6557,CWE80,CWE80_XSS__Servlet_connect_tcp_42,CWE80_XSS__Servlet_connect_tcp_42,bad,1,[112],6557,53,112,
,,,,,,,,,,
6558,CWE80,CWE80_XSS__Servlet_connect_tcp_45,CWE80_XSS__Servlet_connect_tcp_45,bad,1,[70],6558,70,41,
,,,,,,,,,,
6559,CWE80,CWE80_XSS__CWE182_Servlet_connect_tcp_66a,CWE80_XSS__CWE182_Servlet_connect_tcp_66a,bad,1,[54],6559,54,,
6559,CWE80,,CWE80_XSS__CWE182_Servlet_connect_tcp_66b,,,,6559,,31,
,,,,,,,,,,
6560,CWE80,CWE80_XSS__Servlet_getCookies_Servlet_75a,CWE80_XSS__Servlet_getCookies_Servlet_75a,bad,1,[42],6560,42,,
6560,CWE80,,CWE80_XSS__Servlet_getCookies_Servlet_75b,,,,6560,,43,
,,,,,,,,,,
6561,CWE80,CWE80_XSS__Servlet_PropertiesFile_75a,CWE80_XSS__Servlet_PropertiesFile_75a,bad,1,[51],6561,51,,
6561,CWE80,,CWE80_XSS__Servlet_PropertiesFile_75b,,,,6561,,43,
,,,,,,,,,,
6562,CWE80,CWE80_XSS__Servlet_getParameter_Servlet_16,CWE80_XSS__Servlet_getParameter_Servlet_16,bad,1,"[39, 32]",6562,32,39,
,,,,,,,,,,
6563,CWE80,CWE80_XSS__Servlet_connect_tcp_73a,CWE80_XSS__Servlet_connect_tcp_73a,bad,1,[55],6563,55,32,
6563,CWE80,,CWE80_XSS__Servlet_connect_tcp_73b,,,,6563,,,
,,,,,,,,,,
