case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
0,CWE113,CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_71a,CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_71a,goodB2G,0,[38],0,,,
0,CWE113,,CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_71b,,,,0,,,61
,,,,,,,,,,
1,CWE113,CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_17,CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_17,bad,1,"[60, 100]",1,60,100,
,,,,,,,,,,
2,CWE113,CWE113_HTTP_Response_Splitting__Property_addCookieServlet_67a,CWE113_HTTP_Response_Splitting__Property_addCookieServlet_67a,goodG2B,0,[36],2,,,55
2,CWE113,,CWE113_HTTP_Response_Splitting__Property_addCookieServlet_67b,,,,2,,,
,,,,,,,,,,
3,CWE113,CWE113_HTTP_Response_Splitting__listen_tcp_addHeaderServlet_61a,CWE113_HTTP_Response_Splitting__listen_tcp_addHeaderServlet_61a,goodB2G,0,[32],3,,,66
3,CWE113,,CWE113_HTTP_Response_Splitting__listen_tcp_addHeaderServlet_61b,,,,3,,,
,,,,,,,,,,
4,CWE113,CWE113_HTTP_Response_Splitting__database_setHeaderServlet_75a,CWE113_HTTP_Response_Splitting__database_setHeaderServlet_75a,bad,1,[58],4,58,,
4,CWE113,,CWE113_HTTP_Response_Splitting__database_setHeaderServlet_75b,,,,4,,46,
,,,,,,,,,,
5,CWE113,CWE113_HTTP_Response_Splitting__database_addHeaderServlet_17,CWE113_HTTP_Response_Splitting__database_addHeaderServlet_17,goodB2G,0,"[61, 111]",5,,,211
,,,,,,,,,,
6,CWE113,CWE113_HTTP_Response_Splitting__console_readLine_addHeaderServlet_45,CWE113_HTTP_Response_Splitting__console_readLine_addHeaderServlet_45,goodB2G,0,[66],6,,,142
,,,,,,,,,,
7,CWE113,CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_01,CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_01,goodB2G,0,"[78, 51]",7,,,149
,,,,,,,,,,
8,CWE113,CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_81a,CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_81a,goodB2G,0,[34],8,,,
8,CWE113,,CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_81_goodB2G,,,,8,,,33
,,,,,,,,,,
9,CWE113,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_22a,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_22a,bad,1,[35],9,35,,
9,CWE113,,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_22b,,,,9,,35,
,,,,,,,,,,
10,CWE113,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addHeaderServlet_67a,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addHeaderServlet_67a,bad,1,[36],10,36,,
10,CWE113,,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addHeaderServlet_67b,,,,10,,34,
,,,,,,,,,,
11,CWE113,CWE113_HTTP_Response_Splitting__console_readLine_setHeaderServlet_81a,CWE113_HTTP_Response_Splitting__console_readLine_setHeaderServlet_81a,goodB2G,0,[48],11,,,
11,CWE113,,CWE113_HTTP_Response_Splitting__console_readLine_setHeaderServlet_81_goodB2G,,,,11,,,33
,,,,,,,,,,
12,CWE113,CWE113_HTTP_Response_Splitting__database_addCookieServlet_73a,CWE113_HTTP_Response_Splitting__database_addCookieServlet_73a,goodB2G,0,[55],12,,,
12,CWE113,,CWE113_HTTP_Response_Splitting__database_addCookieServlet_73b,,,,12,,,62
,,,,,,,,,,
13,CWE113,CWE113_HTTP_Response_Splitting__File_setHeaderServlet_74a,CWE113_HTTP_Response_Splitting__File_setHeaderServlet_74a,bad,1,[55],13,55,,
13,CWE113,,CWE113_HTTP_Response_Splitting__File_setHeaderServlet_74b,,,,13,,35,
,,,,,,,,,,
14,CWE113,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_01,CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_01,goodB2G,0,"[33, 39]",14,,,77
,,,,,,,,,,
15,CWE113,CWE113_HTTP_Response_Splitting__Property_setHeaderServlet_21,CWE113_HTTP_Response_Splitting__Property_setHeaderServlet_21,goodB2G1,0,[36],15,,,92
