case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
7443,CWE90,CWE90_LDAP_Injection__getParameter_Servlet_21,CWE90_LDAP_Injection__getParameter_Servlet_21,bad,1,"[51, 98]",7443,98,51,
,,,,,,,,,,
7444,CWE90,CWE90_LDAP_Injection__getQueryString_Servlet_73a,CWE90_LDAP_Injection__getQueryString_Servlet_73a,bad,1,[35],7444,36,,
7444,CWE90,,CWE90_LDAP_Injection__getQueryString_Servlet_73b,,,,7444,,45,
,,,,,,,,,,
7445,CWE90,CWE90_LDAP_Injection__connect_tcp_22a,CWE90_LDAP_Injection__connect_tcp_22a,bad,1,[51],7445,,51,
7445,CWE90,,CWE90_LDAP_Injection__connect_tcp_22b,,,,7445,52,,
,,,,,,,,,,
7446,CWE90,CWE90_LDAP_Injection__File_51a,CWE90_LDAP_Injection__File_51a,bad,1,[53],7446,53,,
7446,CWE90,,CWE90_LDAP_Injection__File_51b,,,,7446,,42,
,,,,,,,,,,
7447,CWE90,CWE90_LDAP_Injection__listen_tcp_01,CWE90_LDAP_Injection__listen_tcp_01,bad,1,"[132, 63]",7447,63,132,
,,,,,,,,,,
7448,CWE90,CWE90_LDAP_Injection__database_73a,CWE90_LDAP_Injection__database_73a,bad,1,[55],7448,55,,
7448,CWE90,,CWE90_LDAP_Injection__database_73b,,,,7448,,45,
,,,,,,,,,,
7449,CWE90,CWE90_LDAP_Injection__connect_tcp_66a,CWE90_LDAP_Injection__connect_tcp_66a,bad,1,[55],7449,55,,
7449,CWE90,,CWE90_LDAP_Injection__connect_tcp_66b,,,,7449,,44,
,,,,,,,,,,
7450,CWE90,CWE90_LDAP_Injection__console_readLine_81a,CWE90_LDAP_Injection__console_readLine_81a,bad,1,[48],7450,48,,
7450,CWE90,,CWE90_LDAP_Injection__console_readLine_81_bad,,,,7450,,43,
,,,,,,,,,,
7451,CWE90,CWE90_LDAP_Injection__connect_tcp_54a,CWE90_LDAP_Injection__connect_tcp_54a,goodG2B,0,[55],7451,,,117
7451,CWE90,,CWE90_LDAP_Injection__connect_tcp_54b,,,,7451,,,
7451,CWE90,,CWE90_LDAP_Injection__connect_tcp_54c,,,,7451,,,
7451,CWE90,,CWE90_LDAP_Injection__connect_tcp_54d,,,,7451,,,
7451,CWE90,,CWE90_LDAP_Injection__connect_tcp_54e,,,,7451,,,
,,,,,,,,,,
7452,CWE90,CWE90_LDAP_Injection__URLConnection_51a,CWE90_LDAP_Injection__URLConnection_51a,bad,1,[52],7452,52,,
7452,CWE90,,CWE90_LDAP_Injection__URLConnection_51b,,,,7452,,42,
,,,,,,,,,,
7453,CWE90,CWE90_LDAP_Injection__listen_tcp_74a,CWE90_LDAP_Injection__listen_tcp_74a,bad,1,[59],7453,59,,
7453,CWE90,,CWE90_LDAP_Injection__listen_tcp_74b,,,,7453,,45,
,,,,,,,,,,
7454,CWE90,CWE90_LDAP_Injection__getQueryString_Servlet_17,CWE90_LDAP_Injection__getQueryString_Servlet_17,bad,1,"[40, 63]",7454,41,63,
,,,,,,,,,,
7455,CWE90,CWE90_LDAP_Injection__connect_tcp_51a,CWE90_LDAP_Injection__connect_tcp_51a,bad,1,[54],7455,54,,
