case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
5909,CWE643,CWE643_Xpath_Injection__database_67a,CWE643_Xpath_Injection__database_67a,bad,1,[60],5909,60,,
5909,CWE643,,CWE643_Xpath_Injection__database_67b,,,,5909,,64,
,,,,,,,,,,
5910,CWE643,CWE643_Xpath_Injection__getCookies_Servlet_67a,CWE643_Xpath_Injection__getCookies_Servlet_67a,goodG2B,0,[44],5910,,,65
5910,CWE643,,CWE643_Xpath_Injection__getCookies_Servlet_67b,,,,5910,,,
,,,,,,,,,,
5911,CWE643,CWE643_Xpath_Injection__console_readLine_52a,CWE643_Xpath_Injection__console_readLine_52a,goodB2G,0,[49],5911,,,
5911,CWE643,,CWE643_Xpath_Injection__console_readLine_52b,,,,5911,,,
5911,CWE643,,CWE643_Xpath_Injection__console_readLine_52c,,,,5911,,,136
,,,,,,,,,,
5912,CWE643,CWE643_Xpath_Injection__connect_tcp_61a,CWE643_Xpath_Injection__connect_tcp_61a,goodB2G,0,[64],5912,,,150
5912,CWE643,,CWE643_Xpath_Injection__connect_tcp_61b,,,,5912,,,
,,,,,,,,,,
5913,CWE643,CWE643_Xpath_Injection__getCookies_Servlet_17,CWE643_Xpath_Injection__getCookies_Servlet_17,goodB2G,0,"[50, 83]",5913,,,175
,,,,,,,,,,
5914,CWE643,CWE643_Xpath_Injection__getCookies_Servlet_21,CWE643_Xpath_Injection__getCookies_Servlet_21,bad,1,[48],5914,48,87,
,,,,,,,,,,
5915,CWE643,CWE643_Xpath_Injection__getParameter_Servlet_67a,CWE643_Xpath_Injection__getParameter_Servlet_67a,goodB2G,0,[37],5915,,,
5915,CWE643,,CWE643_Xpath_Injection__getParameter_Servlet_67b,,,,5915,,,139
,,,,,,,,,,
5916,CWE643,CWE643_Xpath_Injection__getQueryString_Servlet_67a,CWE643_Xpath_Injection__getQueryString_Servlet_67a,goodG2B,0,[40],5916,,,70
5916,CWE643,,CWE643_Xpath_Injection__getQueryString_Servlet_67b,,,,5916,,,
,,,,,,,,,,
5917,CWE643,CWE643_Xpath_Injection__getQueryString_Servlet_01,CWE643_Xpath_Injection__getQueryString_Servlet_01,bad,1,"[41, 82]",5917,42,82,
