case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
5695,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_74a,CWE601_Open_Redirect__Servlet_connect_tcp_74a,goodG2B,0,[56],5695,,,122
5695,CWE601,,CWE601_Open_Redirect__Servlet_connect_tcp_74b,,,,5695,,,
,,,,,,,,,,
5696,CWE601,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_74a,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_74a,bad,1,[35],5696,36,,
5696,CWE601,,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_74b,,,,5696,,49,
,,,,,,,,,,
5697,CWE601,CWE601_Open_Redirect__Servlet_URLConnection_21,CWE601_Open_Redirect__Servlet_URLConnection_21,bad,1,"[87, 62]",5697,87,62,
,,,,,,,,,,
5698,CWE601,CWE601_Open_Redirect__Servlet_getCookies_Servlet_42,CWE601_Open_Redirect__Servlet_getCookies_Servlet_42,bad,1,[68],5698,40,68,
,,,,,,,,,,
5699,CWE601,CWE601_Open_Redirect__Servlet_getCookies_Servlet_02,CWE601_Open_Redirect__Servlet_getCookies_Servlet_02,bad,1,"[41, 68]",5699,41,68,
,,,,,,,,,,
5700,CWE601,CWE601_Open_Redirect__Servlet_database_01,CWE601_Open_Redirect__Servlet_database_01,bad,1,"[57, 120]",5700,57,120,
,,,,,,,,,,
5701,CWE601,CWE601_Open_Redirect__Servlet_PropertiesFile_61a,CWE601_Open_Redirect__Servlet_PropertiesFile_61a,bad,1,[48],5701,,38,
5701,CWE601,,CWE601_Open_Redirect__Servlet_PropertiesFile_61b,,,,5701,49,,
,,,,,,,,,,
5702,CWE601,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_17,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_17,bad,1,"[37, 68]",5702,38,68,
,,,,,,,,,,
5703,CWE601,CWE601_Open_Redirect__Servlet_getCookies_Servlet_54a,CWE601_Open_Redirect__Servlet_getCookies_Servlet_54a,bad,1,[38],5703,38,,
5703,CWE601,,CWE601_Open_Redirect__Servlet_getCookies_Servlet_54b,,,,5703,,,
5703,CWE601,,CWE601_Open_Redirect__Servlet_getCookies_Servlet_54c,,,,5703,,,
5703,CWE601,,CWE601_Open_Redirect__Servlet_getCookies_Servlet_54d,,,,5703,,,
5703,CWE601,,CWE601_Open_Redirect__Servlet_getCookies_Servlet_54e,,,,5703,,47,
,,,,,,,,,,
5704,CWE601,CWE601_Open_Redirect__Servlet_File_53a,CWE601_Open_Redirect__Servlet_File_53a,bad,1,[54],5704,54,,
5704,CWE601,,CWE601_Open_Redirect__Servlet_File_53b,,,,5704,,,
5704,CWE601,,CWE601_Open_Redirect__Servlet_File_53c,,,,5704,,,
5704,CWE601,,CWE601_Open_Redirect__Servlet_File_53d,,,,5704,,47,
,,,,,,,,,,
5705,CWE601,CWE601_Open_Redirect__Servlet_getParameter_Servlet_75a,CWE601_Open_Redirect__Servlet_getParameter_Servlet_75a,bad,1,[36],5705,36,,
5705,CWE601,,CWE601_Open_Redirect__Servlet_getParameter_Servlet_75b,,,,5705,,60,
,,,,,,,,,,
5706,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_12,CWE601_Open_Redirect__Servlet_connect_tcp_12,goodG2B,0,"[54, 126]",5706,,,140
,,,,,,,,,,
5707,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_81a,CWE601_Open_Redirect__Servlet_connect_tcp_81a,goodG2B,0,[55],5707,,,118
5707,CWE601,,CWE601_Open_Redirect__Servlet_connect_tcp_81_goodG2B,,,,5707,,,
,,,,,,,,,,
5708,CWE601,CWE601_Open_Redirect__Servlet_database_22a,CWE601_Open_Redirect__Servlet_database_22a,bad,1,[55],5708,,55,
5708,CWE601,,CWE601_Open_Redirect__Servlet_database_22b,,,,5708,52,,
,,,,,,,,,,
5709,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_41,CWE601_Open_Redirect__Servlet_connect_tcp_41,bad,1,[82],5709,82,53,
,,,,,,,,,,
5710,CWE601,CWE601_Open_Redirect__Servlet_getCookies_Servlet_72a,CWE601_Open_Redirect__Servlet_getCookies_Servlet_72a,bad,1,[39],5710,39,,
5710,CWE601,,CWE601_Open_Redirect__Servlet_getCookies_Servlet_72b,,,,5710,,49,
,,,,,,,,,,
5711,CWE601,CWE601_Open_Redirect__Servlet_database_74a,CWE601_Open_Redirect__Servlet_database_74a,bad,1,[55],5711,55,,
5711,CWE601,,CWE601_Open_Redirect__Servlet_database_74b,,,,5711,,49,
,,,,,,,,,,
5712,CWE601,CWE601_Open_Redirect__Servlet_getParameter_Servlet_53a,CWE601_Open_Redirect__Servlet_getParameter_Servlet_53a,bad,1,[31],5712,31,,
5712,CWE601,,CWE601_Open_Redirect__Servlet_getParameter_Servlet_53b,,,,5712,,,
5712,CWE601,,CWE601_Open_Redirect__Servlet_getParameter_Servlet_53c,,,,5712,,,
5712,CWE601,,CWE601_Open_Redirect__Servlet_getParameter_Servlet_53d,,,,5712,,47,
,,,,,,,,,,
5713,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_68a,CWE601_Open_Redirect__Servlet_connect_tcp_68a,goodG2B,0,[55],5713,,,116
5713,CWE601,,CWE601_Open_Redirect__Servlet_connect_tcp_68b,,,,5713,,,
,,,,,,,,,,
5714,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_45,CWE601_Open_Redirect__Servlet_connect_tcp_45,goodG2B,0,[88],5714,,,177
,,,,,,,,,,
5715,CWE601,CWE601_Open_Redirect__Servlet_connect_tcp_66a,CWE601_Open_Redirect__Servlet_connect_tcp_66a,bad,1,[55],5715,55,,
5715,CWE601,,CWE601_Open_Redirect__Servlet_connect_tcp_66b,,,,5715,,48,
,,,,,,,,,,
5716,CWE601,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_52a,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_52a,bad,1,[34],5716,35,,
5716,CWE601,,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_52b,,,,5716,,,
5716,CWE601,,CWE601_Open_Redirect__Servlet_getQueryString_Servlet_52c,,,,5716,,47,
,,,,,,,,,,
5717,CWE601,CWE601_Open_Redirect__Servlet_listen_tcp_45,CWE601_Open_Redirect__Servlet_listen_tcp_45,bad,1,[91],5717,91,59,
,,,,,,,,,,
5718,CWE601,CWE601_Open_Redirect__Servlet_database_81a,CWE601_Open_Redirect__Servlet_database_81a,bad,1,[54],5718,54,,
5718,CWE601,,CWE601_Open_Redirect__Servlet_database_81_bad,,,,5718,,47,
,,,,,,,,,,
5719,CWE601,CWE601_Open_Redirect__Servlet_database_67a,CWE601_Open_Redirect__Servlet_database_67a,bad,1,[59],5719,59,,
5719,CWE601,,CWE601_Open_Redirect__Servlet_database_67b,,,,5719,,48,
,,,,,,,,,,
5720,CWE601,CWE601_Open_Redirect__Servlet_listen_tcp_21,CWE601_Open_Redirect__Servlet_listen_tcp_21,bad,1,"[90, 62]",5720,90,62,
,,,,,,,,,,
